0007B984,0007b984-477b-48ba-99f3-9d97c2f16b7c,store 0000029
00089C66,00089c66-36a4-40a4-b0a7-a79aa50a090b,store 0000031
0009A9D1,0009a9d1-1c4f-44c2-907d-658b3cba78e8,store 0000032
0011F669,0011f669-730b-49f9-bf5d-3453162b1fcb,store 0000056
0014BC7D,0014bc7d-2b1a-4253-9c4d-7e4b74ca2b72,store 0000064
00184408,00184408-0ed6-47ed-bf75-598bec40dde0,store 0000075
0019D5F6,0019d5f6-2066-4283-9fe1-943e6bbc573e,store 0000082
001C555B,001c555b-8886-4c13-9f66-238ef96db71b,store 0000089
00269F99,00269f99-0441-47e7-bcda-4b8bb2d1a103,store 0000122
002A8D63,002a8d63-9182-47af-9c9d-05837f7cdefa,store 0000133
002AE3B2,002ae3b2-e034-4cd1-bc4d-7d9f8aa9dfa3,store 0000134
002CFC82,002cfc82-0060-4708-a652-ac9916931277,store 0000142
00301CAD,00301cad-7ce9-4705-bef5-b9a0b0434309,store 0000154
0036B1D5,0036b1d5-f7e7-40a3-bc5b-bbd908ec6620,store 0000176
003F62EE,003f62ee-3588-4f6b-ac3e-2d1a4ccc807b,store 0000202
00406ABA,00406aba-fe6e-4c43-9981-26b201b519d0,store 0000206
0043ECB7,0043ecb7-9424-44f8-96b2-60fbeb6dd881,store 0000220
00473C57,00473c57-a35c-4c9c-9298-b6f09c9e30d7,store 0000236
004A72A2,004a72a2-845f-4f58-96a3-5c3e1552cee2,store 0000244
004DAA8E,004daa8e-c0fe-4e48-8751-8f86071f7d63,store 0000258
004E3E61,004e3e61-677d-4808-9c12-930a70efe82c,store 0000262
0050FE7A,0050fe7a-db45-4bb8-a7f7-8ed287146e01,store 0000271
00510C66,00510c66-9db0-4951-91a3-f78a8a77be70,store 0000272
00580064,00580064-f086-4049-8e5a-3f54691c2a85,store 0000290
00585177,00585177-6e8d-4c37-a226-1aa701d3a2a5,store 0000292
00587943,00587943-86ee-4037-affc-12f1d9f8eac6,store 0000293
005E2E2F,005e2e2f-6ac7-4231-bfb6-f98a2137d968,store 0000314
00663F6F,00663f6f-5491-48d9-8841-9f1c8e86d80f,store 0000339
0066DB45,0066db45-ff96-470f-aa5e-bcc17fa5beaf,store 0000342
006A3DA6,006a3da6-76b5-4acc-af9a-9eea95677cf1,store 0000357
006A8B6E,006a8b6e-7823-4698-aa2b-52bca532f7e7,store 0000358
00735478,00735478-7cfe-4367-bffb-5fbf08fd96ee,store 0000375
0076B3CB,0076b3cb-65e7-4561-b073-9260817fc6c0,store 0000395
0076C4AA,0076c4aa-71d8-4cc8-89ff-365664c94180,store 0000396
007F2DF2,007f2df2-1e28-43bd-81a7-10088ab11be9,store 0000416
00803F7B,00803f7b-4861-4147-a35f-3a611cbd6567,store 0000419
0083905B,0083905b-8e97-4a70-aa35-fe4282f79d8b,store 0000428
00884BB3,00884bb3-d955-4186-9210-7a738f9af494,store 0000444
008C8A48,008c8a48-0c3f-4bb1-98ed-73a74e763422,store 0000457
00900B8E,00900b8e-ac02-40f7-8904-4b5991541f5b,store 0000472
0099DB01,0099db01-4547-4f8d-b908-a839bbd08d25,store 0000500
009DB321,009db321-5083-4342-8886-6326d8b947f4,store 0000517
00A255FA,00a255fa-e181-4649-846b-3ac2bdd12f1d,store 0000532
00AD3806,00ad3806-6d13-4960-9316-9bcd78653692,store 0000574
00AEA8EC,00aea8ec-66e0-435b-b1ba-838e7e6d2612,store 0000579
00B16BF6,00b16bf6-910f-47c3-9dc1-b5bdcc42df77,store 0000591
00B1B3F5,00b1b3f5-f4bc-4dd7-b107-28310a2585a6,store 0000594
00B2F0CC,00b2f0cc-9645-4a2f-be1a-22d9ed966e4a,store 0000601
00B79BEF,00b79bef-87ab-4fac-a40e-24131f32c765,store 0000623
00BA1EF2,00ba1ef2-d43a-48d6-b762-25a1eaa9d789,store 0000634
00BB7A31,00bb7a31-967c-4a89-9262-3005650567e1,store 0000639
00BDEFBF,00bdefbf-0064-40b3-99b2-5d2429cd0ff8,store 0000649
00C04A84,00c04a84-e366-4889-bb56-695aa0bc665b,store 0000655
00C24EF8,00c24ef8-5e4c-4eea-a727-0c96202e5375,store 0000659
00C6B783,00c6b783-9963-4685-8b3d-7e3da57912dc,store 0000670
00C9473B,00c9473b-0ee4-40da-a2dd-44bf805fe64a,store 0000680
00CBC7A9,00cbc7a9-7670-4779-ab40-de8af3ffc35d,store 0000693
00CE8041,00ce8041-f403-4aaf-885c-ef2dccf79425,store 0000700
00CF6015,00cf6015-7219-419f-b8b0-2e3d219fb872,store 0000706
00D158A3,00d158a3-98d5-45c7-a2a7-b339bb4fa540,store 0000717
00D1CFBA,00d1cfba-aaae-47f1-95de-cc5503e966c2,store 0000720
00D70FFC,00d70ffc-f89b-4ef7-a4a0-a05f5c67888e,store 0000733
00D9F4C1,00d9f4c1-ad73-4118-b8c2-c1ede0281a73,store 0000740
00DC31E1,00dc31e1-ce01-4ddc-98fa-34612dccc16b,store 0000748
00DE0943,00de0943-a315-4ceb-a72b-905f8f4aaa9e,store 0000755
00DED32B,00ded32b-4d51-4fb5-b357-ad51bfd82cda,store 0000756
00DF96A5,00df96a5-c43d-4058-bb15-56e244624510,store 0000759
00DFCC31,00dfcc31-1ea2-4292-bd3a-0a7b52d439c5,store 0000760
00E29906,00e29906-16b9-431f-8773-4fddcd2fe4b4,store 0000768
