0014BC7D,0014bc7d-2b1a-4253-9c4d-7e4b74ca2b72,store 0000064
00184408,00184408-0ed6-47ed-bf75-598bec40dde0,store 0000075
0018EB6D,0018eb6d-9ba5-46ed-b413-6d3a39971bf2,store 0000080
0019D5F6,0019d5f6-2066-4283-9fe1-943e6bbc573e,store 0000082
001C555B,001c555b-8886-4c13-9f66-238ef96db71b,store 0000089
001D61EE,001d61ee-dc72-43bf-9d97-d953d36896e6,store 0000095
002554F3,002554f3-b6a6-4dcd-b62c-3e71ca6c7952,store 0000119
002AE3B2,002ae3b2-e034-4cd1-bc4d-7d9f8aa9dfa3,store 0000134
002CFC82,002cfc82-0060-4708-a652-ac9916931277,store 0000142
00301CAD,00301cad-7ce9-4705-bef5-b9a0b0434309,store 0000154
0036B1D5,0036b1d5-f7e7-40a3-bc5b-bbd908ec6620,store 0000176
003C77D4,003c77d4-c243-4e5a-8b10-1349c5f1cfc6,store 0000192
003F62EE,003f62ee-3588-4f6b-ac3e-2d1a4ccc807b,store 0000202
00406ABA,00406aba-fe6e-4c43-9981-26b201b519d0,store 0000206
0043ECB7,0043ecb7-9424-44f8-96b2-60fbeb6dd881,store 0000220
004A72A2,004a72a2-845f-4f58-96a3-5c3e1552cee2,store 0000244
004DAA8E,004daa8e-c0fe-4e48-8751-8f86071f7d63,store 0000258
0050FE7A,0050fe7a-db45-4bb8-a7f7-8ed287146e01,store 0000271
00510C66,00510c66-9db0-4951-91a3-f78a8a77be70,store 0000272
0056BF44,0056bf44-719e-459c-982a-bb584e960632,store 0000286
00580064,00580064-f086-4049-8e5a-3f54691c2a85,store 0000290
00585177,00585177-6e8d-4c37-a226-1aa701d3a2a5,store 0000292
0059DC87,0059dc87-81e6-4fd3-9e6d-bcc2f4ccbca5,store 0000298
00663F6F,00663f6f-5491-48d9-8841-9f1c8e86d80f,store 0000339
0066DB45,0066db45-ff96-470f-aa5e-bcc17fa5beaf,store 0000342
0069150F,0069150f-f31c-4f81-98ac-afaefc0e083c,store 0000350
006A3DA6,006a3da6-76b5-4acc-af9a-9eea95677cf1,store 0000357
006E5838,006e5838-2080-4ba8-88de-5d098e408e99,store 0000367
007606A2,007606a2-4be4-4812-9b46-807aec49989e,store 0000391
007C47E3,007c47e3-ea9f-49f7-ad6c-4cf44560c223,store 0000412
00803F7B,00803f7b-4861-4147-a35f-3a611cbd6567,store 0000419
0080E601,0080e601-d4dc-42ca-adba-2b95382b6f52,store 0000422
0083905B,0083905b-8e97-4a70-aa35-fe4282f79d8b,store 0000428
009CBB43,009cbb43-151e-497b-978e-0ee7fc92835f,store 0000515
009DB321,009db321-5083-4342-8886-6326d8b947f4,store 0000517
00A255FA,00a255fa-e181-4649-846b-3ac2bdd12f1d,store 0000532
00AD3806,00ad3806-6d13-4960-9316-9bcd78653692,store 0000574
00AEA8EC,00aea8ec-66e0-435b-b1ba-838e7e6d2612,store 0000579
00B16BF6,00b16bf6-910f-47c3-9dc1-b5bdcc42df77,store 0000591
00B1B3F5,00b1b3f5-f4bc-4dd7-b107-28310a2585a6,store 0000594
00B2F0CC,00b2f0cc-9645-4a2f-be1a-22d9ed966e4a,store 0000601
00BA1EF2,00ba1ef2-d43a-48d6-b762-25a1eaa9d789,store 0000634
00BAC2F2,00bac2f2-0229-4e95-ad21-227ea0bac1fe,store 0000636
00BB7A31,00bb7a31-967c-4a89-9262-3005650567e1,store 0000639
00BDEFBF,00bdefbf-0064-40b3-99b2-5d2429cd0ff8,store 0000649
00C04A84,00c04a84-e366-4889-bb56-695aa0bc665b,store 0000655
00C24EF8,00c24ef8-5e4c-4eea-a727-0c96202e5375,store 0000659
00C3BA84,00c3ba84-147d-4e1c-8f2d-e9ad6429e679,store 0000663
00C6B783,00c6b783-9963-4685-8b3d-7e3da57912dc,store 0000670
00CF6015,00cf6015-7219-419f-b8b0-2e3d219fb872,store 0000706
00D1CFBA,00d1cfba-aaae-47f1-95de-cc5503e966c2,store 0000720
00D70FFC,00d70ffc-f89b-4ef7-a4a0-a05f5c67888e,store 0000733
00D9F4C1,00d9f4c1-ad73-4118-b8c2-c1ede0281a73,store 0000740
00DED32B,00ded32b-4d51-4fb5-b357-ad51bfd82cda,store 0000756
00DF96A5,00df96a5-c43d-4058-bb15-56e244624510,store 0000759
00E06E2F,00e06e2f-8b70-4757-a26b-3c869b26df8f,store 0000764
00E29906,00e29906-16b9-431f-8773-4fddcd2fe4b4,store 0000768
00E4F9E8,00e4f9e8-5adb-4f6a-a256-0a6d70f18598,store 0000775
00E9B4EA,00e9b4ea-2d12-4733-9ec0-9f97e841977a,store 0000792
00F037EE,00f037ee-10b7-493a-9ec7-0518aa15a7e5,store 0000812
00F2C43F,00f2c43f-e5bb-45b9-a60c-da5eaf28955a,store 0000821
00F2F4D7,00f2f4d7-d5e2-4264-9436-8386f2a8c649,store 0000823
00F62061,00f62061-e65c-4754-8c70-b8c29078f57e,store 0000832
00F70412,00f70412-4189-4f01-942d-86bd645eb0f6,store 0000838
00F78319,00f78319-2516-4f7b-9c17-fffdcf1205df,store 0000841
